RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
378238,Chocolate Sauce,1190162,cute_ole,15.0,5,20,2009-06-22T12:28:00Z,"This is good sauce and use and use this with Ice cream,different cakes.this can be serve  hot or cold.and it can also be store in refrigerator but not in the freezer.",Sauces,"""< 30 Mins""","c(""1/4"", ""40"", ""300"", ""75"", ""2"", ""90"")","c(""coffee"", ""butter"", ""heavy cream"", ""caster sugar"", ""white vinegar"", ""dark chocolate"")",,,276.4,21.7,13.6,21.4,64.0,26.7,4.3,19.0,3.5,4.0,1 cup,"c(""blend the coffee seed for 2 minutes."", ""In a pan add broken coffee seeds,sugar and butter.mix well."", ""Cook this mixture on medium heat and cook it until sugar disslove."", ""Add vinegar in the mixture and stir it,cook it for 1 minute."", ""Add cream and boil it for 3 minute."", ""Strain the mixture and thowre the seed and in the mixture add chocolate.and stir it until chocolate melt and sauce become thick."")"
376265,Ox Yoke Inn Poppy Seed Muffins,65720,Leslie in Texas,30.0,25,55,2009-06-08T12:33:00Z,"These poppy seed muffins have a delicate, cakelike texture. Serve them for breakfast or brunch or with a chicken,tuna, or fruit salad for a light lunch. From a September 1986 issue of Bon Appetit in the R.S.V.P. section. The recipe was requested from the Ox Yoke Inn in Amana,Iowa.",Quick Breads,"c(""Breads"", ""< 60 Mins"", ""Easy"")","c(""3"", ""2 1/4"", ""1 1/2"", ""1 1/2"", ""1 1/2"", ""1 1/2"", ""3"", ""1/2"", ""1 1/2"")","c(""all-purpose flour"", ""sugar"", ""baking powder"", ""salt"", ""milk"", ""eggs"", ""poppy seeds"")",5.0,2.0,3265.9,182.4,28.3,342.9,2216.3,379.6,5.7,226.9,36.0,,2 dozen,"c(""Preheat oven to 350 degrees."", ""Grease two 12-cup muffin tins (or use paper liners)."", ""Combine flour,sugar baking powder and salt in large bowl."", ""Whisk oil, milk,eggs and extract in another large bowl until smooth."", ""Add dry ingredients and mix only until evenly moistened; stir in poppy seeds."", ""Divide batter between prepared tins."", ""Bake until muffins are golden brown, or about 30 minutes."", ""Serve muffins warm or at room temperature."")"
497033,Roast Chicken Parmesan,161282,Christmas Carol,120.0,20,140,2013-03-09T14:21:00Z,"Whole chicken stuffed with Parmesan cheese, breadcrumbs and sun-dried tomatoes, seasoned with garlic and Italian herbs, then roasted to perfection. Served with spaghetti and fresh mozzarella tossed in a savory pasta sauce. From Woman's World magazine. A truly elegant way to do Chicken Parmesan!",Whole Chicken,"c(""Chicken"", ""Poultry"", ""Meat"", ""Southwest Asia (middle East)"", ""European"", ""< 4 Hours"", ""Easy"")","c(""1"", ""2"", ""1/4"", ""1/4"", ""1"", ""1/2"", ""1"", ""1"", ""8"", ""8"")","c(""onion"", ""sun-dried tomatoes"", ""parmesan cheese"", ""roasting chicken"", ""garlic"", ""spaghetti"", ""bocconcini"")",,,860.6,47.8,16.5,197.6,864.7,48.4,4.0,9.4,56.1,6.0,,"c(""Preheat oven to 350°F Toss onion with 2 teaspoons reserved oil; spread out in center of roasting pan. In bowl, combine cheese, breadcrumbs, sun-dried tomatoes and remaining 4 teaspoons reserved oil. Carefully separate skin from chicken breast. Spread cheese mixture over breast meat and gently pat skin down over mixture to smooth."", ""Place chicken on top of onion mixture. Sprinkle chicken with Italian seasoning. Place top half of garlic in chicken cavity; place bottom half in roasting pan. Roast chicken until thermometer inserted into thickest part of thigh away from bone registers 180 F, about 2 hours."", 
""Transfer chicken to serving platter; cover with foil to keep warm. Drain fat and juices from roasting pan, leaving onion. Return 1/4 cup of juices to pan; stir in pasta sauce. Cook over low heat until heated through. Toss spaghetti and bocconcini with sauce. Serve chicken with spaghetti and roasted garlic from pan. Add a mixed green salad and slices of garlic bread along with your favorite wine, and you'll think you're in Italy."")"
75820,Easy Appetizer Meatballs,86627,LiisaN,60.0,15,75,2003-11-06T20:00:00Z,Easy Appetizer Meatballs - that is like a Swedish meatball or stroganoff meatball. I make these instead of the BBQ style and are always a hit at parties.,Weeknight,"c(""Stove Top"", ""< 4 Hours"", ""Easy"")","c(""1"", ""1"", ""2"", ""1"", ""1/4"")","c(""sour cream"", ""water"")",5.0,5.0,126.3,10.5,4.8,12.7,507.2,6.3,0.0,1.2,2.1,,,"c(""In a 2qt saucepan, mix the brown gravy according to package directions."", ""(I use one that requires 1 cup water) Once gravy is thickened, add the cream of mushroom soup and sour cream."", ""Blend well."", ""Place the thawed or partially thawed meatballs in a crockpot (or add to the gravy mixture and heat through on stovetop)."", ""Add the gravy to crockpot and heat on low."", ""May be served over rice, noodles, or potatoes."")"
284023,"Gluten-Free, Yeast-Free and Sugar-Free &quot;scone&quot; Bread :",749975,Bonita Ford,60.0,20,80,2008-02-03T20:48:00Z,"For those of us who love bread and need to minimise or avoid gluten, yeast and sugar, here's a recipe to try.  The taste and texture reminds me of SCONES... yes, scones!  I love to have it sliced and toasted, with a ton of butter on top!

I've been enjoying experimenting with gluten free and yeast free breads, combining and modifying different recipes (mostly from this website).  This is the best that I've come up with so far.  I'd enjoying hearing your feedback.  Thanks and hope you enjoy it!",Breads,"c(""Free Of..."", ""< 4 Hours"")","c(""100"", ""200"", ""200"", ""2 1/2"", ""2"", ""1"", ""1/2"", ""1/8 - 1/4"", ""2"", ""1"", ""1/4"")","c(""tapioca starch"", ""potato starch"", ""baking powder"", ""guar gum"", ""salt"", ""stevia powder"", ""ginger powder"", ""eggs"", ""milk"")",3.0,1.0,1757.1,77.5,16.6,457.2,3577.8,229.1,14.2,6.7,39.6,,1 loaf,"c(""Preheat the oven to 375°F."", ""Combine all dry ingredients in a bowl.  Make sure to mix thoroughly."", ""Beat the eggs.  Stir in the milk and vegetable oil."", ""Add wet ingredients to dry ingredients and mix thoroughly.  The consistency will be more like muffin batter than bread dough."", ""Grease a bread pan and spoon the mixture into the pan.  Do your best to distribute the mixture evenly, squishing out big air pockets.  Smooth out the top of the mixture with the back of a spoon (a swirly pattern looks nice) as the batter will keep the form/shape it's left inches."", 
""Cook for about 1 hour, or possibly 5-10 minutes more, until a toothpick inserted into the centre of it comes out clean."", ""Note: This also worked at 350F for about 1.5 hours."")"
240598,Spicy Beef Tenderloin,125640,littleturtle,105.0,20,125,2007-07-15T22:30:00Z,Moist and flavorful. Goes great with rice and a green vegetable. Prep time doesn't include marinating overnight.,Roast Beef,"c(""Pork"", ""Peppers"", ""Vegetable"", ""Meat"", ""Caribbean"", ""Very Low Carbs"", ""High Protein"", ""High In..."", ""Spicy"", ""Roast"", ""For Large Groups"", ""Oven"", ""< 4 Hours"")","c(""1"", ""1/2"", ""1/2"", ""4 1/2 - 5"", ""6"")","c(""Burgundy wine"", ""Worcestershire sauce"", ""beef tenderloin"", ""bacon"")",,,343.4,23.8,9.1,92.3,333.3,1.9,0.0,0.8,26.6,20.0,,"c(""Mix the wine, pepper sauce, and Worcestershire sauce until well blended and pour marinade over meat."", ""Cover and refrigerate overnight, turning several times."", ""Preheat oven to 475°F."", ""Wrap roast in bacon and place in a roasting pan."", ""Insert a meat thermometer to 1/2 the depth of the meat."", ""Roast, uncovered, for 10 minutes at 475°F."", ""Lower heat to 325°F and roast to desired doneness: 15-18 minutes/lb for rare (140°F on thermometer), 19-21 minutes/lb for medium-rare (145°F), 22-25 minutes/lb for medium (160°F), 27-30 minutes/lb for well-done (170°F)."", 
""Transfer to cutting board, tent with foil, and let stand for 15 minutes before carving."")"
490039,Pumpkin Spice Cookies,695933,CHEF GRPA,10.0,20,30,2012-11-09T17:47:00Z,"These soft cookies are almost like little pieces of cake. With chopped pecans sprinkled over a confectioners&rsquo; sugar frosting, they&rsquo;re a pretty addition to a dessert table.",Dessert,"c(""Cookie & Brownie"", ""< 30 Mins"", ""For Large Groups"")","c(""1"", ""1 1/2"", ""1/2"", ""2"", ""1"", ""1"", ""3 1/2"", ""1  - 1 1/2"", ""1"", ""1"", ""1/2"", ""2"", ""1/4"", ""1"", ""2 -3"", ""2"")","c(""cream cheese"", ""brown sugar"", ""sugar"", ""eggs"", ""canned pumpkin"", ""vanilla extract"", ""all-purpose flour"", ""pumpkin pie spice"", ""baking soda"", ""salt"", ""baking powder"", ""confectioners' sugar"", ""butter"", ""vanilla extract"", ""boiling water"", ""pecans"")",,,84.7,3.5,1.1,8.9,68.4,12.6,0.5,8.1,1.1,84.0,7 dozen,"c(""1. In a large bowl, beat cream cheese and sugars until smooth. Add eggs, one at a time, beating well after each addition. Beat in pumpkin and vanilla. Combine the dry ingredients; gradually add to pumpkin mixture and mix well."", ""2. Drop by rounded teaspoonfuls 2 inches apart onto ungreased baking sheets. Bake at 350° for 10-12 minutes or until golden brown. Remove to wire racks to cool."", ""3. For frosting, in a small bowl, combine the confectioners’ sugar, butter, vanilla and enough water to achieve frosting consistency. Frost cookies; sprinkle with pecans."", 
""Tip's:  I doubled the icing recipe to have enough and had a perfect amount. I also added a little cinnamon to the icing and sprinkled cinnamon sugar on top instead of using nuts."", ""Next time I will add more spices and maybe add some cinnamon or nutmeg to the frosting."")"
21280,Guinness Barbecue Sauce,23302,Millereg,60.0,10,70,2002-03-03T09:47:00Z,Make and share this Guinness Barbecue Sauce recipe from Food.com.,Sauces,"c(""Grains"", ""Fruit"", ""Vegetable"", ""European"", ""Spicy"", ""Weeknight"", ""St. Patrick's Day"", ""Refrigerator"", ""Stove Top"", ""< 4 Hours"", ""Easy"", ""Inexpensive"")","c(""4"", ""1"", ""8"", ""6"", ""2"", ""2"", ""1"", ""1"", ""1"", ""2"", ""1"", ""2"", ""1/2"", ""12"")","c(""sweet onions"", ""no-salt-added tomato sauce"", ""no-salt-added ketchup"", ""treacle"", ""pub mustard"", ""olive oil"", ""reduced-sodium Worcestershire sauce"", ""dry mustard"", ""brown sugar"", ""salt"", ""turmeric"", ""beer"", ""ale"")",,,439.8,11.8,0.7,0.0,496.5,55.6,5.8,31.2,11.1,10.0,1 Irish pint,"c(""To Prepare Pub Mustard:Combine mustard, brown sugar, salt and turmeric in blender or food processor and mix well."", ""With the machine running, add beer in a slow, steady stream and blend until mixture is smooth and creamy, stopping frequently to scrape down the sides of the work bowl."", ""Transfer to jars with tight-fitting lids."", ""Store in cool, dark place."", ""Combine barbecue sauce ingredients, cover and simmer for 45 to 60 minutes."", ""Allow to cool slightly, taste and adjust spices to taste."", 
""Store refrigerated in tightly covered container."")"
390172,Crowder Peas / Black Eyed Peas,1377198,MommaMeredith,50.0,15,65,2009-09-14T17:12:00Z,Yum!!!  This is a great way to make a meal out of all those peas.  I just brought home a bushel of crowder peas and I needed to figure out what to do with them.  I researched a bunch of recipes and combined a few of the ideas I saw to make these.  I think you could use black-eyed peas in this recipe as well.,Lentil,"c(""Beans"", ""< 4 Hours"", ""Inexpensive"")","c(""4"", ""2"", ""1"", ""1"", ""2"", ""3"", ""3"", ""1"", ""1"", ""1"", ""1/2"", ""3/4"", ""2"", ""1/8"")","c(""olive oil"", ""onion"", ""green bell pepper"", ""garlic cloves"", ""broth"", ""bay leaf"", ""thyme"", ""seasoning salt"", ""flour"", ""milk"")",,,528.9,7.6,1.9,14.3,1214.6,84.8,14.3,11.8,33.8,4.0,,"c(""Cook the bacon in a large skillet until crispy then remove and dry."", ""If you used turkey bacon there won't be a lot of greece so you need to add a bit of oil to cook the onion, pepper and garlic.  Cook these on medium low for 15-20 minutes (until they are soft and sweet).  Make sure that you scrape up all of the yummy bacon flavor from the pan while you're at it."", ""Stir in the peas and the broth."", ""Season with the pepper flakes, bay leaf, thyme and seasoned salt and let it simmer over medium low for about 30 minutes (until the peas are tender)."", 
""Add the bacon and the ham and cook for another few minutes."", ""If the dish looks too watery at this point add the following:  Mix 1-2 T flour into a bit of milk then stir it into the pea mixture.  Cook a few more minutes to thicken up the mix."")"
307209,Czech Sauteed Mushrooms,510313,Um Safia,18.0,3,21,2008-06-04T19:57:00Z,This is a quick &amp; easy recipe for sauteed mushrooms the way they are eaten in the Czech republic (formerly Czechoslovakia). These mushrooms are delicious &amp; make a great side dish. Posted for ZWT.,Low Protein,"c(""< 30 Mins"", ""Easy"")","c(""6"", ""1/2"", ""1"", ""1/2"", NA)","c(""butter"", ""onion"", ""fresh mushrooms"", ""caraway seed"")",5.0,14.0,187.0,17.7,11.0,45.8,129.0,5.9,1.5,2.8,3.9,4.0,,"c(""Fry onions in melted butter. Cook 4 to 6 minutes or until translucent; add mushrooms, caraway seed and salt."", ""Sautee for 10 to 15 minutes & serve immediately."")"
24097,Haven't Got Milk Macaroni and Cheese,36113,sue in pa.,40.0,15,55,2002-03-31T16:49:00Z,Make and share this Haven't Got Milk Macaroni and Cheese recipe from Food.com.,Cheese,"c(""High In..."", ""< 60 Mins"", ""Oven"", ""Easy"")","c(""2"", ""1/2"", ""16"", ""16"", ""1/2"", ""2"")","c(""eggs"", ""butter"", ""sour cream"", ""sharp cheddar cheese"", ""parmesan cheese"", ""macaroni"")",4.0,2.0,801.2,61.7,38.1,233.0,773.2,31.0,1.1,1.4,31.4,6.0,,"""Cook macaroni to al-dente, then add all ingredients. Cook at 350 degrees 40 minutes."""
399517,Spinach Strawberry Banana Salad,421149,Feeding my Family,,10,10,2009-11-16T00:48:00Z,I have had Strawberry Spinach Salad on numerous occasions.  I wanted to take it up a notch. I don't like salad dressings.  So I don't have one for this.  I a dressing recipe a friend uses for her salads.,Spinach,"c(""Greens"", ""Vegetable"", ""Kosher"", ""< 15 Mins"")","c(""5 -6"", ""1"", ""1/4"", ""3"", ""2"", ""1/2"", ""2"", ""2"", ""3/4"", ""1/2"", ""1/2"", ""1/2"", ""1/2"")","c(""strawberry"", ""red onion"", ""bananas"", ""lemons"", ""walnuts"", ""toasted sesame seeds"", ""poppy seeds"", ""canola oil"", ""sugar"", ""mustard powder"", ""paprika"")",5.0,1.0,485.2,35.6,2.8,0.0,22.2,45.5,6.9,29.4,4.5,,,"c(""Rinse, soak, drain and dry the spinach."", ""Peel the bananas and cut them into 1/4\"" slices.  Drizzle 1/2 a lemon's worth of lemon juice on the bananas to keep them from turning brown."", ""Add the spinach, strawberries and onions to the salad bowl and mix."", ""Add the bananas and walnuts.  Mix again."", ""Sprinkle the sesame seeds and poppy seeds.  Mix again and it's ready."", ""If you want to make the dressing, put all of the remaining ingredients into a bowl and emulsify."")"
442164,Spicy Lime Grilled Prawns,1445414,Abby2495,5.0,30,35,2010-11-16T09:30:00Z,Make and share this Spicy Lime Grilled Prawns recipe from Food.com.,Healthy,"""< 60 Mins""","c(""48"", ""4"", ""4"", ""4"", NA, ""1"", NA)","c(""limes"", ""fresh green chilies"", ""garlic cloves"", ""onion"")",4.0,1.0,36.8,0.4,0.1,30.2,138.0,5.6,1.5,1.7,3.9,12.0,,"c(""Place the prawns and lime zest in a large, non-metallic bowl."", ""Place the lime juice, chile pepper, garlic, ginger, and onion in a food processor or blender, and process until smooth. You may need to add a little oil to facilitate blending."", ""Pour over the bowl of prawns, and stir to coat. Cover, and refrigerate for 4 hours."", ""Preheat grill for medium-high heat."", ""Thread prawns onto skewers, piercing each first through the tail, and then the head."", ""Brush grill grate with oil."", ""Cook prawns for 5 minutes, turning once, or until opaque.""
)"
521928,Umami Bomb,1938173,Mary Jenny,10.0,10,20,2015-05-04T16:19:00Z,"Award-winning Canadian chef, Danny St Pierre, recommends trying new trends to spice up your meal routine. &ldquo;An easy trend to incorporate into your recipes is adding a distinctive finishing 1lavor just before serving. Sour and salt was identified in the 2015 McCormick Flavour Forecast as one of the top trends for this year and it's one I love to use in my cooking because it really helps bring out the flavours in the dish in an unexpected way.&rdquo;

St Pierre says that combining coarse salt with sour flavours, like pickled ginger, sour cherry or citrus, creates lively finishing flavours that bring brightness and texture to dishes.",Soy/Tofu,"c(""Beans"", ""Vegetable"", ""Japanese"", ""Asian"", ""< 30 Mins"")","c(""24"", ""1"", ""1/2"", ""1"", ""1/4"", ""1/4"", ""2"", ""2"", ""1/2"", ""1"", ""1/4"", ""1/4"")","c(""button mushrooms"", ""panko breadcrumbs"", ""tomato paste"", ""parmesan cheese"", ""soy sauce"", ""fish sauce"", ""butter"", ""onion powder"", ""paprika"", ""coarse black pepper"", ""caraway seed"")",,1.0,1359.8,59.9,33.6,149.1,10437.9,135.8,16.1,41.2,77.2,1.0,1 1,"c(""Preheat oven to 400 degrees F."", ""Preheat a nonstick pan to medium heat."", ""Remove the mushroom stems and finely chop them."", ""Sauté the mushrooms in butter and add spices, tomato paste, ½ cup (125 mL) of Parmesan cheese and the condiments."", ""After the mushrooms have been sautéed, garnish the mushroom heads; top with panko and the remaining ½ cup (125 mL) of Parmesan cheese."", ""Cook in the oven on a baking sheet until the toppings are golden brown."", ""More recipes are available on flavour.ca.""
)"
79897,Pecan Snowballs,26278,Aroostook,15.0,10,25,2003-12-31T20:00:00Z,Quick to make these little bite-sized cookies will be a great addition to a cookie tray during the holidays. These freeze very well and can be placed on a cookie sheet and baked while still frozen.,Dessert,"c(""Cookie & Brownie"", ""Fruit"", ""Nuts"", ""Christmas"", ""< 30 Mins"", ""Oven"", ""Beginner Cook"", ""Easy"")","c(""2"", ""1/4"", ""1/2"", ""1"", ""2"", ""2 1/2"", NA)","c(""flour"", ""sugar"", ""salt"", ""butter"", ""vanilla"", ""pecans"", ""confectioners' sugar"")",5.0,1.0,1159.6,95.7,33.5,122.0,619.0,69.9,8.2,15.7,13.2,,4 dozen,"c(""Preheat oven to 350°F  Sift dry ingredients into a bowl. Blend in butter and vanilla. Add nuts. Shape into 1/2-inch balls."", ""Dust tops with confectioners'sugar."", ""Place on a greased baking sheet 1-1/2 inches apart."", ""Bake 15-20 minutes."", ""Cool on racks and dust with more confectioners' sugar while still warm."")"
279771,Cold Weather Slow Cooker Beef Stew,705251,HokiesMom,360.0,20,380,2008-01-18T01:49:00Z,Make and share this Cold Weather Slow Cooker Beef Stew recipe from Food.com.,Stew,"c(""Meat"", ""Beginner Cook"", ""Easy"", ""Inexpensive"")","c(""2"", ""8"", ""1"", ""1"", ""1"", ""1/4"", ""1"", ""1 1/4"", ""1"", ""1"", ""1"")","c(""boneless beef top round steaks"", ""carrots"", ""small red potato"", ""diced tomatoes"", ""all-purpose flour"", ""tomato paste"", ""beef broth"", ""salt"", ""garlic"", ""pepper"")",4.5,4.0,435.0,15.8,6.0,92.4,630.8,36.3,6.8,11.2,37.7,6.0,,"c(""Cut beef steak into 1-inch cubes."", ""Cut carrots into 1 inch pieces."", ""Cut red potatoes into quarters."", ""In a large skillet, brown beef on all sides."", ""In a 5-quart slow cooker, combine the vegetables and pour tomatoes over top."", ""In a small bowl, whisk the flour, tomato paste, and broth until smooth."", ""Stir in salt, garlic, and pepper."", ""Pour into the slow cooker."", ""Top with beef."", ""Cover and cook on low for 6-8 hours or until meat is tender."")"
119789,Candy Corn Margarita,134663,Mercy,,5,5,2005-04-29T16:32:00Z,Make and share this Candy Corn Margarita recipe from Food.com.,Beverages,"c(""Oranges"", ""Citrus"", ""Fruit"", ""Brunch"", ""< 15 Mins"", ""Easy"")","c(""3/4"", ""1/2"", ""1/2"", ""2"", ""1"", NA, ""3 -4"")","""Creme de Cacao""",,,73.6,0.6,0.0,0.0,1.4,8.6,1.0,5.6,1.0,1.0,,"c(""Rim a clear six-ounce martini glass with orange juice then cocoa powder."", ""In a shaker with a half-cup of ice, mix the tequila, butterscotch schnapps, crème de cocoa and orange juice."", ""Shake well."", ""Strain into prepared glass."", ""Spear candy corn onto a plastic sword and add to drink."", ""Drop in orange twist and serve."")"
175642,Almond Chicken Salad,213917,amerasia,,5,5,2006-07-03T19:50:00Z,I saw The Bag Lady (Paula Deen) made this recipe on the Food Network.  It looks simple and delicious so I decided to post it here.  Great for lunch.,Lunch/Snacks,"c(""< 15 Mins"", ""Beginner Cook"", ""Easy"", ""Inexpensive"")","c(""2"", ""1/2"", ""1"", ""3 1/2"", ""1"", ""1/3"")","c(""lemon juice"", ""mayonnaise"", ""salt"", ""chicken"", ""celery"")",4.0,1.0,114.7,9.6,1.2,5.1,540.4,6.8,1.0,2.0,1.6,6.0,,"c(""Combine lemon juice, mayonnaise, and salt and blend well."", ""Toss with chicken, celery and almonds."", ""Serve on bread or crisp lettuce."")"
125935,Ginger Cookies,28604,BeccaB3c,30.0,10,40,2005-06-14T13:47:00Z,"From the 1961 &quot;Lutheran Favorites&quot; of St. James Lutheran Church, Howard Lake, Minnesota. Submitted by Mrs. Ralph Sheppard.",Dessert,"c(""Cookie & Brownie"", ""Grains"", ""Toddler Friendly"", ""Kid Friendly"", ""Winter"", ""< 60 Mins"", ""For Large Groups"", ""Easy"", ""Inexpensive"")","c(""1 1/3"", ""2"", ""2"", ""1/2"", ""4"", ""4"", ""1"", ""1"", ""1"", ""1"")","c(""shortening"", ""sugar"", ""eggs"", ""molasses"", ""flour"", ""baking soda"", ""cinnamon"", ""clove"", ""ginger"", ""salt"")",,,214.5,9.6,2.4,14.1,252.6,30.4,0.5,16.5,2.1,30.0,1 batch cookies,"c(""Roll in balls the size of a walnut."", ""Then roll in sugar."", ""Place cookie sheet and bake 8-10 minutes at 350 degrees."")"
175711,Not-For-Company Chicken and Dumplings,320994,ckmclements,15.0,5,20,2006-07-03T20:19:00Z,"This definitely falls into several categories--easy, tasty, and comfort food-y come to mind.  I say these are &quot;not for company,&quot; because surely when company comes you'd want to serve them chicken and dumplings that take all day to make.  This recipe takes about 15-20 minutes to make.  Even better--no chicken bones to worry about (because I don't know about you, but when I find a bone in my chicken and dumplings, I just have to stop eating.)  Works equally well as a main dish or side dish.  Serves 2-4.",Chicken,"c(""Poultry"", ""Meat"", ""< 30 Mins"", ""Easy"")","c(""1"", ""1"", ""1"", ""4 -5"", NA)","c(""chicken broth"", ""chicken breasts"", ""flour tortillas"")",4.5,2.0,527.4,22.3,6.2,113.4,1169.9,31.6,1.9,1.8,46.4,,,"c(""In a saucepan, bring chicken broth to a boil."", ""Add cut-up tortillas first, then the cream of chicken, chicken meat, and salt & pepper.  Mix well.  (The ingredient list wouldn't let me list the tortillas like I needed to, so I'll take this opportunity to note that you'll want the 6-inch size flour tortillas here.  If you're using the 8-inch size, you'll probably need less than the recipe calls for)."", ""Continue cooking until all ingredients are well-mixed and heated through.  (Personally, I bring it back to a second boil to make sure the flour tortillas are nice and saturated and the canned chicken is warm all the way through.).""
)"
35722,Uncle Bill's Russian Cabbage Rolls,27416,William Uncle Bill,120.0,45,165,2002-07-30T18:24:00Z,The original recipe was given to me by my Russian Grandmother 55 years ago. I made some modifications to enhance the flavor. These are excellent cabbage rolls but do take time to make.,Rice,"c(""Vegetable"", ""Meat"", ""Russian"", ""European"", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""2"", ""4"", ""2"", ""1/2"", ""2"", ""2"", ""3/4"", ""1"", ""1/2"", ""6"", ""3"", ""3/4"", ""1/2"", ""1/2"", ""28"", ""28"", ""12"")","c(""long grain rice"", ""water"", ""savoy cabbage"", ""water"", ""onions"", ""margarine"", ""butter"", ""brown basmati rice"", ""lean ground beef"", ""pork sausage"", ""garlic cloves"", ""dried dill weed"", ""salt"", ""black pepper"", ""granulated sugar"", ""canned plum tomatoes"", ""bay leaves"")",5.0,9.0,354.8,11.7,3.8,38.2,639.5,46.9,2.3,7.5,15.2,12.0,18-24 cabbage rolls,"c(""In a medium size saucepan, add 2 cups of rice and 4 cups of water, bring to boil; reduce heat to simmer and cook for about 20 minutes or until all water is absorbed."", ""Fluff rice with a fork; set aside and let cool."", ""Remove core from savoy cabbage using a long thin knife."", ""Using a large microwave container with a lid, place cabbage with core side down and add 1/2 cup of water."", ""Cover and microwave on HIGH (full power) for 10 minutes."", ""Turn cabbage over and cook on HIGH (full power) for an additional 10 minutes."", 
""Cook each cabbage head separately."", ""When cabbage is cooked, drain water and let cabbage cool slightly."", ""Separate leaves carefully and set aside."", ""Divide chopped onions in two."", ""In a frying pan add margarine or butter, 1/2 of the onions and saute' until translucent, about 3 to 4 minutes but do not brown."", ""In a large mixing bowl, mix together both cooked and uncooked rice, cooked and uncooked onions, ground beef, pork sausage, garlic cloves, dill weed, salt, black pepper and sugar and mix well until well blended."", 
""If cabbage leaves are too big, cut them in half along the rib."", ""Spoon about 2 or 3 heaping teaspoons of mixture onto the wide end of the cabbage leaf."", ""Bring the end of the cabbage leaf over the mixture, roll part way, then tuck or fold inward the ends to prevent the filling from falling out and continue to roll."", ""Carefully place each cabbage roll in a single layer (with the end of the roll down), in a 9\"" x 13\"" oven-proof casserole dish."", ""You will require 2- 9\"" x 13\"" casserole dishes."", 
""In a food processor or blender, process condensed soup and tomatoes until smooth."", ""Pour tomato mixture over cabbage rolls until just covered."", ""If the cabbage rolls are not covered with tomato mixture, add more condensed soup or water."", ""Place 6 bay leaves on top of the sauce in each dish."", ""Cover each dish tightly with aluminum foil and bake at 300 F for 2 hours."", ""Maintain oven heat at this temperature so that the cabbage rolls do not burn."", ""When cooked, remove from oven and let cool for about 15 minutes."", 
""Remove foil and serve while still hot."", ""These cabbage rolls freeze well."", ""You may also make small or petite cabbage rolls by cutting the cabbage leaves smaller and reducing the amount of filling."")"
526009,Spinach Quiche,582561,Kiwi Kathy,45.0,10,55,2016-02-19T17:05:00Z,From the Australian Women's Weekly 'Dinner Party Cookbook&quot;.  This has been a go to staple in our family for years.  The kids loved it and there was never any complaints about eating spinach.  Posting here for safe keeping and hopefully to inspire others to whip up this delectable treat.,Lunch/Snacks,"c(""< 60 Mins"", ""Easy"")","c(""1/2"", ""1/2"", ""1/2"", ""125"", ""2"", ""1"", ""250"", ""2"", ""1/2"", ""1/4"", ""1"", ""1/4"", ""125"", ""125"", ""2"")","c(""flour"", ""salt"", ""butter"", ""lemon juice"", ""frozen spinach"", ""olive oil"", ""onion"", ""parsley"", ""garlic clove"", ""dill"", ""cottage cheese"", ""feta cheese"", ""eggs"")",,,355.7,29.4,15.6,156.7,717.9,13.3,1.8,2.5,11.1,6.0,6 serves,"c(""Firstly make the pastry, or to save time you can use bought pastry.  Sift flours and salt into basin, return husks from sifter to basin.  Rub in butter, add lemon juice and egg yolk, mix to a pliable dough with hand.  Turn onto a lightly-floured surface, roll out to line a 23cm flan tin, trim edges.  Bake in moderate hot oven 10 - 15 minutes or until lightly golden brown;  cool.  Spread evenly with cold filling, bake in a moderate oven 20 - 30 minutes or until set."", ""Filling:  Put spinach in basin, allow to thaw, reserve liquid.   Heat oil in pan, add onions, parsley and crushed garlic, cook until tender, add spinach and liquid and dill.  Stir constantly over heat for two minutes, remove from heat; cool.  When cold, stir in the cheeses and lightly beaten eggs.  Mix well.""
)"
200623,Broccoli With Lemon Almond Butter,169430,Annacia,10.0,6,16,2006-12-15T16:25:00Z,Make and share this Broccoli With Lemon Almond Butter recipe from Food.com.,Vegetable,"c(""< 30 Mins"", ""Beginner Cook"", ""Easy"")","c(""1"", ""1/4"", ""2"", ""1"", ""1/4"")","c(""fresh broccoli"", ""butter"", ""lemon juice"", ""lemon zest"")",5.0,20.0,181.6,16.6,7.7,30.5,131.8,7.3,3.3,1.6,3.8,4.0,,"c(""Steam or boil broccoli until tender, approximately 4 to 8 minutes."", ""Drain."", ""In a small saucepan, melt butter over medium low heat, remove from heat."", ""Stir in lemon juice. lemon zest, and almonds."", ""Pour over hot broccoli, and serve."")"
